key,rank
vit_12s0028g02730,1039
vit_01s0010g00540,1040.5
vit_09s0002g00210,1040.5
vit_08s0007g07160,1042
vit_02s0025g03610,1043
vit_12s0057g00180,1044
vit_01s0137g00170,1046
vit_06s0004g04590,1046
vit_06s0004g00880,1046
vit_06s0004g02880,1048
vit_01s0026g00750,1049.5
vit_14s0081g00770,1049.5
vit_03s0088g01180,1052
vit_02s0033g00590,1052
vit_08s0056g01610,1052
vit_18s0001g03600,1055
vit_12s0028g01320,1055
vit_05s0020g03300,1055
